type,sample,dg,time,est,lower,upper,sukup,x,age_group,agegr,0,1,total,pros,pr_years,agegr_years,year
ci,all,f3_other,86,3.436,3.398,3.475,1,86,,,,,,,,,
ci,all,f3_other,87,3.443,3.405,3.482,1,87,,,,,,,,,
ci,all,f3_other,88,3.449,3.411,3.488,1,88,,,,,,,,,
ci,all,f3_other,89,3.454,3.415,3.493,1,89,,,,,,,,,
ci,all,f3_other,90,3.457,3.419,3.496,1,90,,,,,,,,,
ci,all,f3_other,91,3.461,3.423,3.5,1,91,,,,,,,,,
ci,all,f3_other,92,3.462,3.424,3.501,1,92,,,,,,,,,
ci,all,f3_other,93,3.463,3.425,3.503,1,93,,,,,,,,,
ci,all,f3_other,94,3.464,3.425,3.503,1,94,,,,,,,,,
ci,all,f3_other,95,3.465,3.426,3.504,1,95,,,,,,,,,
ci,all,f3_other,96,3.465,3.426,3.504,1,96,,,,,,,,,
ci,all,f3_other,97,3.465,3.426,3.504,1,97,,,,,,,,,
ci,all,f3_other,98,3.465,3.426,3.504,1,98,,,,,,,,,
ci,all,f3_other,99,3.465,3.426,3.504,1,99,,,,,,,,,
ci,all,f3_other,100,3.465,3.426,3.504,1,100,,,,,,,,,
ci,all,f40_f41,5,0.102,0.095,0.11,2,5,,,,,,,,,
ci,all,f40_f41,6,0.182,0.172,0.192,2,6,,,,,,,,,
ci,all,f40_f41,7,0.269,0.257,0.281,2,7,,,,,,,,,
ci,all,f40_f41,8,0.359,0.345,0.374,2,8,,,,,,,,,
ci,all,f40_f41,9,0.451,0.435,0.467,2,9,,,,,,,,,
ci,all,f40_f41,10,0.556,0.538,0.573,2,10,,,,,,,,,
ci,all,f40_f41,11,0.698,0.679,0.718,2,11,,,,,,,,,
ci,all,f40_f41,12,0.949,0.926,0.972,2,12,,,,,,,,,
ci,all,f40_f41,13,1.546,1.517,1.575,2,13,,,,,,,,,
ci,all,f40_f41,14,2.447,2.412,2.483,2,14,,,,,,,,,
ci,all,f40_f41,15,3.525,3.483,3.568,2,15,,,,,,,,,
ci,all,f40_f41,16,4.676,4.629,4.725,2,16,,,,,,,,,
ci,all,f40_f41,17,5.862,5.809,5.915,2,17,,,,,,,,,
ci,all,f40_f41,18,6.935,6.878,6.993,2,18,,,,,,,,,
ci,all,f40_f41,19,7.95,7.889,8.011,2,19,,,,,,,,,
ci,all,f40_f41,20,8.932,8.868,8.996,2,20,,,,,,,,,
ci,all,f40_f41,21,9.887,9.821,9.954,2,21,,,,,,,,,
ci,all,f40_f41,22,10.809,10.741,10.879,2,22,,,,,,,,,
ci,all,f40_f41,23,11.687,11.616,11.758,2,23,,,,,,,,,
ci,all,f40_f41,24,12.482,12.409,12.555,2,24,,,,,,,,,
ci,all,f40_f41,25,13.25,13.175,13.324,2,25,,,,,,,,,
ci,all,f40_f41,26,13.947,13.871,14.023,2,26,,,,,,,,,
ci,all,f40_f41,27,14.603,14.526,14.681,2,27,,,,,,,,,
ci,all,f40_f41,28,15.226,15.147,15.304,2,28,,,,,,,,,
ci,all,f40_f41,29,15.817,15.737,15.896,2,29,,,,,,,,,
ci,all,f40_f41,30,16.393,16.313,16.473,2,30,,,,,,,,,
ci,all,f40_f41,31,16.934,16.853,17.015,2,31,,,,,,,,,
ci,all,f40_f41,32,17.433,17.351,17.515,2,32,,,,,,,,,
ci,all,f40_f41,33,17.91,17.827,17.992,2,33,,,,,,,,,
ci,all,f40_f41,34,18.379,18.295,18.462,2,34,,,,,,,,,
ci,all,f40_f41,35,18.821,18.737,18.905,2,35,,,,,,,,,
ci,all,f40_f41,36,19.241,19.157,19.326,2,36,,,,,,,,,
ci,all,f40_f41,37,19.638,19.553,19.723,2,37,,,,,,,,,
ci,all,f40_f41,38,20.016,19.931,20.102,2,38,,,,,,,,,
ci,all,f40_f41,39,20.383,20.298,20.469,2,39,,,,,,,,,
ci,all,f40_f41,40,20.723,20.637,20.809,2,40,,,,,,,,,
ci,all,f40_f41,41,21.072,20.986,21.159,2,41,,,,,,,,,
ci,all,f40_f41,42,21.404,21.318,21.491,2,42,,,,,,,,,
ci,all,f40_f41,43,21.714,21.627,21.802,2,43,,,,,,,,,
ci,all,f40_f41,44,22.015,21.927,22.102,2,44,,,,,,,,,
ci,all,f40_f41,45,22.302,22.214,22.389,2,45,,,,,,,,,
ci,all,f40_f41,46,22.566,22.478,22.654,2,46,,,,,,,,,
ci,all,f40_f41,47,22.841,22.753,22.93,2,47,,,,,,,,,
ci,all,f40_f41,48,23.104,23.016,23.192,2,48,,,,,,,,,
ci,all,f40_f41,49,23.367,23.279,23.456,2,49,,,,,,,,,
ci,all,f40_f41,50,23.606,23.517,23.695,2,50,,,,,,,,,
ci,all,f40_f41,51,23.852,23.764,23.941,2,51,,,,,,,,,
ci,all,f40_f41,52,24.089,24,24.178,2,52,,,,,,,,,
ci,all,f40_f41,53,24.318,24.229,24.407,2,53,,,,,,,,,
ci,all,f40_f41,54,24.544,24.455,24.633,2,54,,,,,,,,,
ci,all,f40_f41,55,24.76,24.67,24.849,2,55,,,,,,,,,
ci,all,f40_f41,56,24.969,24.88,25.058,2,56,,,,,,,,,
ci,all,f40_f41,57,25.177,25.087,25.267,2,57,,,,,,,,,
ci,all,f40_f41,58,25.381,25.292,25.471,2,58,,,,,,,,,
ci,all,f40_f41,59,25.566,25.477,25.656,2,59,,,,,,,,,
ci,all,f40_f41,60,25.741,25.652,25.831,2,60,,,,,,,,,
ci,all,f40_f41,61,25.901,25.811,25.991,2,61,,,,,,,,,
ci,all,f40_f41,62,26.046,25.956,26.137,2,62,,,,,,,,,
ci,all,f40_f41,63,26.188,26.098,26.278,2,63,,,,,,,,,
ci,all,f40_f41,64,26.327,26.237,26.417,2,64,,,,,,,,,
ci,all,f40_f41,65,26.472,26.382,26.563,2,65,,,,,,,,,
ci,all,f40_f41,66,26.601,26.511,26.691,2,66,,,,,,,,,
ci,all,f40_f41,67,26.732,26.642,26.823,2,67,,,,,,,,,
ci,all,f40_f41,68,26.852,26.762,26.943,2,68,,,,,,,,,
ci,all,f40_f41,69,26.975,26.884,27.066,2,69,,,,,,,,,
ci,all,f40_f41,70,27.093,27.002,27.184,2,70,,,,,,,,,
ci,all,f40_f41,71,27.214,27.123,27.305,2,71,,,,,,,,,
ci,all,f40_f41,72,27.333,27.242,27.424,2,72,,,,,,,,,
ci,all,f40_f41,73,27.445,27.354,27.536,2,73,,,,,,,,,
ci,all,f40_f41,74,27.555,27.464,27.646,2,74,,,,,,,,,
ci,all,f40_f41,75,27.664,27.573,27.756,2,75,,,,,,,,,
ci,all,f40_f41,76,27.773,27.682,27.864,2,76,,,,,,,,,
ci,all,f40_f41,77,27.873,27.781,27.964,2,77,,,,,,,,,
ci,all,f40_f41,78,27.975,27.884,28.067,2,78,,,,,,,,,
ci,all,f40_f41,79,28.072,27.98,28.163,2,79,,,,,,,,,
ci,all,f40_f41,80,28.166,28.074,28.257,2,80,,,,,,,,,
ci,all,f40_f41,81,28.253,28.161,28.345,2,81,,,,,,,,,
ci,all,f40_f41,82,28.34,28.248,28.432,2,82,,,,,,,,,
ci,all,f40_f41,83,28.419,28.327,28.511,2,83,,,,,,,,,
ci,all,f40_f41,84,28.489,28.397,28.581,2,84,,,,,,,,,
ci,all,f40_f41,85,28.556,28.464,28.649,2,85,,,,,,,,,
ci,all,f40_f41,86,28.619,28.527,28.712,2,86,,,,,,,,,
ci,all,f40_f41,87,28.677,28.585,28.769,2,87,,,,,,,,,
ci,all,f40_f41,88,28.725,28.632,28.817,2,88,,,,,,,,,
ci,all,f40_f41,89,28.764,28.672,28.857,2,89,,,,,,,,,
ci,all,f40_f41,90,28.795,28.702,28.887,2,90,,,,,,,,,
ci,all,f40_f41,91,28.823,28.73,28.915,2,91,,,,,,,,,
ci,all,f40_f41,92,28.847,28.754,28.94,2,92,,,,,,,,,
ci,all,f40_f41,93,28.865,28.773,28.958,2,93,,,,,,,,,
ci,all,f40_f41,94,28.876,28.783,28.968,2,94,,,,,,,,,
ci,all,f40_f41,95,28.885,28.792,28.977,2,95,,,,,,,,,
ci,all,f40_f41,96,28.891,28.798,28.984,2,96,,,,,,,,,
ci,all,f40_f41,97,28.898,28.806,28.991,2,97,,,,,,,,,
ci,all,f40_f41,98,28.9,28.808,28.993,2,98,,,,,,,,,
ci,all,f40_f41,99,28.901,28.808,28.994,2,99,,,,,,,,,
ci,all,f40_f41,100,28.902,28.809,28.995,2,100,,,,,,,,,
ci,all,f40_f41,5,0.116,0.109,0.125,1,5,,,,,,,,,
ci,all,f40_f41,6,0.205,0.194,0.215,1,6,,,,,,,,,
ci,all,f40_f41,7,0.295,0.282,0.308,1,7,,,,,,,,,
ci,all,f40_f41,8,0.386,0.372,0.4,1,8,,,,,,,,,
ci,all,f40_f41,9,0.478,0.463,0.495,1,9,,,,,,,,,
ci,all,f40_f41,10,0.58,0.563,0.598,1,10,,,,,,,,,
ci,all,f40_f41,11,0.7,0.682,0.72,1,11,,,,,,,,,
ci,all,f40_f41,12,0.825,0.805,0.846,1,12,,,,,,,,,
ci,all,f40_f41,13,1.027,1.005,1.05,1,13,,,,,,,,,
ci,all,f40_f41,14,1.283,1.258,1.309,1,14,,,,,,,,,
ci,all,f40_f41,15,1.585,1.557,1.614,1,15,,,,,,,,,
ci,all,f40_f41,16,1.959,1.928,1.99,1,16,,,,,,,,,
ci,all,f40_f41,17,2.487,2.452,2.522,1,17,,,,,,,,,
ci,all,f40_f41,18,3.028,2.99,3.066,1,18,,,,,,,,,
ci,all,f40_f41,19,3.685,3.644,3.727,1,19,,,,,,,,,
ci,all,f40_f41,20,4.319,4.274,4.363,1,20,,,,,,,,,
ci,all,f40_f41,21,4.925,4.878,4.972,1,21,,,,,,,,,
ci,all,f40_f41,22,5.498,5.449,5.548,1,22,,,,,,,,,
ci,all,f40_f41,23,6.042,5.99,6.094,1,23,,,,,,,,,
ci,all,f40_f41,24,6.551,6.498,6.605,1,24,,,,,,,,,
ci,all,f40_f41,25,7.032,6.977,7.088,1,25,,,,,,,,,
ci,all,f40_f41,26,7.49,7.434,7.547,1,26,,,,,,,,,
ci,all,f40_f41,27,7.932,7.874,7.99,1,27,,,,,,,,,
ci,all,f40_f41,28,8.368,8.309,8.427,1,28,,,,,,,,,
ci,all,f40_f41,29,8.755,8.694,8.815,1,29,,,,,,,,,
ci,all,f40_f41,30,9.12,9.059,9.181,1,30,,,,,,,,,
ci,all,f40_f41,31,9.449,9.387,9.512,1,31,,,,,,,,,
ci,all,f40_f41,32,9.767,9.704,9.83,1,32,,,,,,,,,
ci,all,f40_f41,33,10.086,10.022,10.15,1,33,,,,,,,,,
ci,all,f40_f41,34,10.387,10.323,10.452,1,34,,,,,,,,,
ci,all,f40_f41,35,10.687,10.621,10.752,1,35,,,,,,,,,
ci,all,f40_f41,36,10.976,10.91,11.042,1,36,,,,,,,,,
ci,all,f40_f41,37,11.246,11.18,11.313,1,37,,,,,,,,,
ci,all,f40_f41,38,11.509,11.442,11.577,1,38,,,,,,,,,
ci,all,f40_f41,39,11.749,11.682,11.817,1,39,,,,,,,,,
ci,all,f40_f41,40,11.985,11.917,12.053,1,40,,,,,,,,,
ci,all,f40_f41,41,12.212,12.143,12.281,1,41,,,,,,,,,
ci,all,f40_f41,42,12.434,12.365,12.503,1,42,,,,,,,,,
ci,all,f40_f41,43,12.646,12.577,12.716,1,43,,,,,,,,,
ci,all,f40_f41,44,12.845,12.776,12.915,1,44,,,,,,,,,
ci,all,f40_f41,45,13.038,12.967,13.108,1,45,,,,,,,,,
ci,all,f40_f41,46,13.23,13.159,13.301,1,46,,,,,,,,,
ci,all,f40_f41,47,13.407,13.336,13.478,1,47,,,,,,,,,
ci,all,f40_f41,48,13.577,13.506,13.648,1,48,,,,,,,,,
ci,all,f40_f41,49,13.746,13.675,13.818,1,49,,,,,,,,,
ci,all,f40_f41,50,13.91,13.839,13.982,1,50,,,,,,,,,
ci,all,f40_f41,51,14.069,13.997,14.141,1,51,,,,,,,,,
ci,all,f40_f41,52,14.227,14.155,14.3,1,52,,,,,,,,,
ci,all,f40_f41,53,14.374,14.301,14.446,1,53,,,,,,,,,
ci,all,f40_f41,54,14.513,14.44,14.586,1,54,,,,,,,,,
ci,all,f40_f41,55,14.643,14.57,14.716,1,55,,,,,,,,,
ci,all,f40_f41,56,14.773,14.7,14.846,1,56,,,,,,,,,
ci,all,f40_f41,57,14.895,14.822,14.968,1,57,,,,,,,,,
ci,all,f40_f41,58,15.016,14.943,15.09,1,58,,,,,,,,,
ci,all,f40_f41,59,15.123,15.05,15.197,1,59,,,,,,,,,
ci,all,f40_f41,60,15.213,15.14,15.287,1,60,,,,,,,,,
ci,all,f40_f41,61,15.297,15.224,15.372,1,61,,,,,,,,,
ci,all,f40_f41,62,15.379,15.305,15.453,1,62,,,,,,,,,
ci,all,f40_f41,63,15.456,15.382,15.53,1,63,,,,,,,,,
ci,all,f40_f41,64,15.525,15.451,15.599,1,64,,,,,,,,,
ci,all,f40_f41,65,15.595,15.521,15.669,1,65,,,,,,,,,
ci,all,f40_f41,66,15.662,15.588,15.737,1,66,,,,,,,,,
ci,all,f40_f41,67,15.731,15.656,15.805,1,67,,,,,,,,,
ci,all,f40_f41,68,15.791,15.717,15.866,1,68,,,,,,,,,
ci,all,f40_f41,69,15.848,15.773,15.922,1,69,,,,,,,,,
ci,all,f40_f41,70,15.904,15.829,15.979,1,70,,,,,,,,,
ci,all,f40_f41,71,15.958,15.883,16.033,1,71,,,,,,,,,
ci,all,f40_f41,72,16.01,15.935,16.086,1,72,,,,,,,,,
ci,all,f40_f41,73,16.062,15.987,16.138,1,73,,,,,,,,,
ci,all,f40_f41,74,16.112,16.037,16.187,1,74,,,,,,,,,
ci,all,f40_f41,75,16.161,16.085,16.236,1,75,,,,,,,,,
ci,all,f40_f41,76,16.205,16.129,16.28,1,76,,,,,,,,,
ci,all,f40_f41,77,16.244,16.169,16.32,1,77,,,,,,,,,
ci,all,f40_f41,78,16.288,16.213,16.364,1,78,,,,,,,,,
ci,all,f40_f41,79,16.326,16.25,16.402,1,79,,,,,,,,,
ci,all,f40_f41,80,16.365,16.289,16.441,1,80,,,,,,,,,
ci,all,f40_f41,81,16.401,16.325,16.477,1,81,,,,,,,,,
ci,all,f40_f41,82,16.436,16.359,16.512,1,82,,,,,,,,,
ci,all,f40_f41,83,16.463,16.386,16.539,1,83,,,,,,,,,
ci,all,f40_f41,84,16.491,16.414,16.567,1,84,,,,,,,,,
ci,all,f40_f41,85,16.515,16.439,16.592,1,85,,,,,,,,,
ci,all,f40_f41,86,16.536,16.459,16.612,1,86,,,,,,,,,
ci,all,f40_f41,87,16.556,16.48,16.633,1,87,,,,,,,,,
ci,all,f40_f41,88,16.573,16.497,16.65,1,88,,,,,,,,,
ci,all,f40_f41,89,16.588,16.511,16.665,1,89,,,,,,,,,
ci,all,f40_f41,90,16.599,16.522,16.676,1,90,,,,,,,,,
ci,all,f40_f41,91,16.607,16.53,16.684,1,91,,,,,,,,,
ci,all,f40_f41,92,16.613,16.536,16.69,1,92,,,,,,,,,
ci,all,f40_f41,93,16.619,16.542,16.696,1,93,,,,,,,,,
ci,all,f40_f41,94,16.624,16.547,16.701,1,94,,,,,,,,,
ci,all,f40_f41,95,16.628,16.551,16.705,1,95,,,,,,,,,
ci,all,f40_f41,96,16.63,16.553,16.708,1,96,,,,,,,,,
ci,all,f40_f41,97,16.631,16.554,16.708,1,97,,,,,,,,,
ci,all,f40_f41,98,16.631,16.554,16.708,1,98,,,,,,,,,
ci,all,f40_f41,99,16.631,16.554,16.709,1,99,,,,,,,,,
ci,all,f40_f41,100,16.632,16.555,16.709,1,100,,,,,,,,,
ci,all,f42,5,0.003,0.002,0.005,2,5,,,,,,,,,
ci,all,f42,6,0.008,0.006,0.01,2,6,,,,,,,,,
ci,all,f42,7,0.015,0.012,0.018,2,7,,,,,,,,,
ci,all,f42,8,0.027,0.023,0.031,2,8,,,,,,,,,
ci,all,f42,9,0.046,0.041,0.051,2,9,,,,,,,,,
ci,all,f42,10,0.074,0.068,0.081,2,10,,,,,,,,,
ci,all,f42,11,0.106,0.099,0.114,2,11,,,,,,,,,
ci,all,f42,12,0.144,0.136,0.153,2,12,,,,,,,,,
ci,all,f42,13,0.199,0.188,0.209,2,13,,,,,,,,,
ci,all,f42,14,0.268,0.257,0.281,2,14,,,,,,,,,
ci,all,f42,15,0.352,0.339,0.366,2,15,,,,,,,,,
ci,all,f42,16,0.436,0.422,0.452,2,16,,,,,,,,,
ci,all,f42,17,0.517,0.501,0.534,2,17,,,,,,,,,
ci,all,f42,18,0.6,0.582,0.617,2,18,,,,,,,,,
ci,all,f42,19,0.674,0.656,0.693,2,19,,,,,,,,,
ci,all,f42,20,0.751,0.731,0.77,2,20,,,,,,,,,
ci,all,f42,21,0.836,0.816,0.857,2,21,,,,,,,,,
ci,all,f42,22,0.915,0.894,0.937,2,22,,,,,,,,,
ci,all,f42,23,0.991,0.969,1.014,2,23,,,,,,,,,
ci,all,f42,24,1.055,1.032,1.078,2,24,,,,,,,,,
ci,all,f42,25,1.125,1.102,1.149,2,25,,,,,,,,,
ci,all,f42,26,1.189,1.165,1.213,2,26,,,,,,,,,
ci,all,f42,27,1.248,1.223,1.273,2,27,,,,,,,,,
ci,all,f42,28,1.305,1.28,1.33,2,28,,,,,,,,,
ci,all,f42,29,1.356,1.331,1.382,2,29,,,,,,,,,
ci,all,f42,30,1.402,1.376,1.428,2,30,,,,,,,,,
ci,all,f42,31,1.451,1.425,1.478,2,31,,,,,,,,,
ci,all,f42,32,1.494,1.468,1.522,2,32,,,,,,,,,
ci,all,f42,33,1.533,1.506,1.56,2,33,,,,,,,,,
ci,all,f42,34,1.57,1.543,1.598,2,34,,,,,,,,,
ci,all,f42,35,1.602,1.575,1.63,2,35,,,,,,,,,
ci,all,f42,36,1.632,1.604,1.66,2,36,,,,,,,,,
ci,all,f42,37,1.655,1.627,1.684,2,37,,,,,,,,,
ci,all,f42,38,1.678,1.65,1.707,2,38,,,,,,,,,
ci,all,f42,39,1.702,1.673,1.731,2,39,,,,,,,,,
ci,all,f42,40,1.721,1.693,1.75,2,40,,,,,,,,,
ci,all,f42,41,1.739,1.711,1.768,2,41,,,,,,,,,
ci,all,f42,42,1.758,1.73,1.788,2,42,,,,,,,,,
ci,all,f42,43,1.777,1.748,1.806,2,43,,,,,,,,,
ci,all,f42,44,1.789,1.76,1.819,2,44,,,,,,,,,
ci,all,f42,45,1.802,1.773,1.832,2,45,,,,,,,,,
ci,all,f42,46,1.815,1.786,1.845,2,46,,,,,,,,,
ci,all,f42,47,1.828,1.799,1.858,2,47,,,,,,,,,
ci,all,f42,48,1.839,1.81,1.869,2,48,,,,,,,,,
ci,all,f42,49,1.851,1.822,1.881,2,49,,,,,,,,,
ci,all,f42,50,1.863,1.834,1.893,2,50,,,,,,,,,
ci,all,f42,51,1.876,1.847,1.906,2,51,,,,,,,,,
ci,all,f42,52,1.888,1.858,1.918,2,52,,,,,,,,,
ci,all,f42,53,1.899,1.87,1.93,2,53,,,,,,,,,
ci,all,f42,54,1.909,1.879,1.939,2,54,,,,,,,,,
ci,all,f42,55,1.919,1.889,1.949,2,55,,,,,,,,,
ci,all,f42,56,1.927,1.897,1.958,2,56,,,,,,,,,
ci,all,f42,57,1.936,1.906,1.966,2,57,,,,,,,,,
ci,all,f42,58,1.944,1.914,1.974,2,58,,,,,,,,,
ci,all,f42,59,1.951,1.921,1.981,2,59,,,,,,,,,
ci,all,f42,60,1.956,1.926,1.987,2,60,,,,,,,,,
ci,all,f42,61,1.962,1.932,1.993,2,61,,,,,,,,,
ci,all,f42,62,1.968,1.938,1.999,2,62,,,,,,,,,
ci,all,f42,63,1.973,1.943,2.004,2,63,,,,,,,,,
ci,all,f42,64,1.98,1.949,2.01,2,64,,,,,,,,,
ci,all,f42,65,1.983,1.953,2.014,2,65,,,,,,,,,
ci,all,f42,66,1.987,1.957,2.018,2,66,,,,,,,,,
ci,all,f42,67,1.991,1.961,2.022,2,67,,,,,,,,,
ci,all,f42,68,1.994,1.964,2.025,2,68,,,,,,,,,
ci,all,f42,69,1.998,1.967,2.028,2,69,,,,,,,,,
ci,all,f42,70,2.001,1.97,2.031,2,70,,,,,,,,,
ci,all,f42,71,2.004,1.974,2.035,2,71,,,,,,,,,
ci,all,f42,72,2.008,1.978,2.039,2,72,,,,,,,,,
ci,all,f42,73,2.012,1.981,2.043,2,73,,,,,,,,,
ci,all,f42,74,2.015,1.985,2.046,2,74,,,,,,,,,
ci,all,f42,75,2.018,1.988,2.049,2,75,,,,,,,,,
ci,all,f42,76,2.021,1.991,2.052,2,76,,,,,,,,,
ci,all,f42,77,2.024,1.993,2.055,2,77,,,,,,,,,
ci,all,f42,78,2.027,1.996,2.058,2,78,,,,,,,,,
ci,all,f42,79,2.03,2,2.061,2,79,,,,,,,,,
ci,all,f42,80,2.034,2.003,2.065,2,80,,,,,,,,,
ci,all,f42,81,2.037,2.006,2.068,2,81,,,,,,,,,
ci,all,f42,82,2.04,2.01,2.071,2,82,,,,,,,,,
ci,all,f42,83,2.043,2.012,2.074,2,83,,,,,,,,,
ci,all,f42,84,2.045,2.014,2.076,2,84,,,,,,,,,
ci,all,f42,85,2.046,2.015,2.077,2,85,,,,,,,,,
ci,all,f42,86,2.048,2.018,2.08,2,86,,,,,,,,,
ci,all,f42,87,2.051,2.02,2.083,2,87,,,,,,,,,
ci,all,f42,88,2.052,2.021,2.083,2,88,,,,,,,,,
ci,all,f42,89,2.054,2.023,2.085,2,89,,,,,,,,,
ci,all,f42,90,2.055,2.024,2.086,2,90,,,,,,,,,
ci,all,f42,91,2.056,2.025,2.087,2,91,,,,,,,,,
ci,all,f42,92,2.057,2.026,2.088,2,92,,,,,,,,,
ci,all,f42,93,2.059,2.028,2.09,2,93,,,,,,,,,
ci,all,f42,94,2.059,2.028,2.091,2,94,,,,,,,,,
ci,all,f42,95,2.06,2.029,2.091,2,95,,,,,,,,,
ci,all,f42,96,2.06,2.029,2.091,2,96,,,,,,,,,
ci,all,f42,97,2.06,2.029,2.091,2,97,,,,,,,,,
ci,all,f42,98,2.06,2.029,2.091,2,98,,,,,,,,,
ci,all,f42,99,2.06,2.029,2.091,2,99,,,,,,,,,
ci,all,f42,100,2.06,2.029,2.091,2,100,,,,,,,,,
ci,all,f42,5,0.004,0.003,0.006,1,5,,,,,,,,,
ci,all,f42,6,0.01,0.008,0.013,1,6,,,,,,,,,
ci,all,f42,7,0.022,0.019,0.025,1,7,,,,,,,,,
ci,all,f42,8,0.038,0.034,0.043,1,8,,,,,,,,,
ci,all,f42,9,0.064,0.058,0.07,1,9,,,,,,,,,
ci,all,f42,10,0.094,0.087,0.101,1,10,,,,,,,,,
ci,all,f42,11,0.13,0.122,0.139,1,11,,,,,,,,,
ci,all,f42,12,0.171,0.162,0.181,1,12,,,,,,,,,
ci,all,f42,13,0.219,0.209,0.23,1,13,,,,,,,,,
ci,all,f42,14,0.264,0.253,0.276,1,14,,,,,,,,,
ci,all,f42,15,0.311,0.299,0.324,1,15,,,,,,,,,
ci,all,f42,16,0.358,0.345,0.371,1,16,,,,,,,,,
ci,all,f42,17,0.41,0.396,0.425,1,17,,,,,,,,,
ci,all,f42,18,0.459,0.445,0.475,1,18,,,,,,,,,
ci,all,f42,19,0.506,0.49,0.522,1,19,,,,,,,,,
ci,all,f42,20,0.551,0.535,0.568,1,20,,,,,,,,,
ci,all,f42,21,0.596,0.579,0.613,1,21,,,,,,,,,
ci,all,f42,22,0.642,0.624,0.66,1,22,,,,,,,,,
ci,all,f42,23,0.683,0.665,0.701,1,23,,,,,,,,,
ci,all,f42,24,0.724,0.706,0.743,1,24,,,,,,,,,
ci,all,f42,25,0.767,0.748,0.787,1,25,,,,,,,,,
ci,all,f42,26,0.806,0.786,0.825,1,26,,,,,,,,,
ci,all,f42,27,0.843,0.823,0.863,1,27,,,,,,,,,
ci,all,f42,28,0.877,0.857,0.898,1,28,,,,,,,,,
ci,all,f42,29,0.909,0.889,0.93,1,29,,,,,,,,,
ci,all,f42,30,0.937,0.917,0.958,1,30,,,,,,,,,
ci,all,f42,31,0.966,0.945,0.988,1,31,,,,,,,,,
ci,all,f42,32,0.988,0.967,1.01,1,32,,,,,,,,,
ci,all,f42,33,1.011,0.99,1.033,1,33,,,,,,,,,
ci,all,f42,34,1.037,1.015,1.059,1,34,,,,,,,,,
ci,all,f42,35,1.061,1.039,1.084,1,35,,,,,,,,,
ci,all,f42,36,1.083,1.061,1.106,1,36,,,,,,,,,
ci,all,f42,37,1.103,1.08,1.125,1,37,,,,,,,,,
ci,all,f42,38,1.122,1.099,1.145,1,38,,,,,,,,,
ci,all,f42,39,1.138,1.116,1.162,1,39,,,,,,,,,
ci,all,f42,40,1.155,1.132,1.179,1,40,,,,,,,,,
ci,all,f42,41,1.17,1.147,1.194,1,41,,,,,,,,,
ci,all,f42,42,1.183,1.16,1.207,1,42,,,,,,,,,
ci,all,f42,43,1.197,1.173,1.22,1,43,,,,,,,,,
ci,all,f42,44,1.208,1.185,1.232,1,44,,,,,,,,,
ci,all,f42,45,1.221,1.198,1.245,1,45,,,,,,,,,
ci,all,f42,46,1.231,1.208,1.255,1,46,,,,,,,,,
ci,all,f42,47,1.244,1.221,1.268,1,47,,,,,,,,,
ci,all,f42,48,1.255,1.231,1.279,1,48,,,,,,,,,
ci,all,f42,49,1.266,1.242,1.29,1,49,,,,,,,,,
ci,all,f42,50,1.274,1.25,1.298,1,50,,,,,,,,,
ci,all,f42,51,1.282,1.258,1.306,1,51,,,,,,,,,
ci,all,f42,52,1.291,1.268,1.316,1,52,,,,,,,,,
ci,all,f42,53,1.3,1.276,1.325,1,53,,,,,,,,,
ci,all,f42,54,1.31,1.285,1.334,1,54,,,,,,,,,
ci,all,f42,55,1.318,1.293,1.342,1,55,,,,,,,,,
ci,all,f42,56,1.325,1.301,1.35,1,56,,,,,,,,,
ci,all,f42,57,1.333,1.309,1.358,1,57,,,,,,,,,
ci,all,f42,58,1.338,1.314,1.363,1,58,,,,,,,,,
ci,all,f42,59,1.344,1.32,1.369,1,59,,,,,,,,,
ci,all,f42,60,1.348,1.324,1.373,1,60,,,,,,,,,
ci,all,f42,61,1.351,1.327,1.376,1,61,,,,,,,,,
ci,all,f42,62,1.355,1.33,1.38,1,62,,,,,,,,,
ci,all,f42,63,1.358,1.334,1.383,1,63,,,,,,,,,
ci,all,f42,64,1.363,1.339,1.388,1,64,,,,,,,,,
ci,all,f42,65,1.365,1.341,1.39,1,65,,,,,,,,,
ci,all,f42,66,1.368,1.343,1.393,1,66,,,,,,,,,
ci,all,f42,67,1.371,1.346,1.396,1,67,,,,,,,,,
ci,all,f42,68,1.374,1.349,1.399,1,68,,,,,,,,,
ci,all,f42,69,1.376,1.351,1.401,1,69,,,,,,,,,
ci,all,f42,70,1.378,1.353,1.403,1,70,,,,,,,,,
ci,all,f42,71,1.38,1.356,1.405,1,71,,,,,,,,,
ci,all,f42,72,1.382,1.358,1.408,1,72,,,,,,,,,
ci,all,f42,73,1.385,1.36,1.41,1,73,,,,,,,,,
ci,all,f42,74,1.387,1.362,1.412,1,74,,,,,,,,,
ci,all,f42,75,1.389,1.364,1.414,1,75,,,,,,,,,
ci,all,f42,76,1.391,1.366,1.416,1,76,,,,,,,,,
ci,all,f42,77,1.392,1.367,1.418,1,77,,,,,,,,,
ci,all,f42,78,1.394,1.369,1.419,1,78,,,,,,,,,
ci,all,f42,79,1.395,1.371,1.421,1,79,,,,,,,,,
ci,all,f42,80,1.396,1.371,1.422,1,80,,,,,,,,,
ci,all,f42,81,1.397,1.372,1.423,1,81,,,,,,,,,
ci,all,f42,82,1.398,1.374,1.424,1,82,,,,,,,,,
