type,sample,dg,time,est,lower,upper,sukup,x,age_group,agegr,0,1,total,pros,pr_years,agegr_years,year
pr,inpatient,f25,,0.0267083826166584,,,1,55,,55,183414,49,183463,0.0267083826166584,1,5,2020
pr,inpatient,f25,,0.0423190859077444,,,2,55,,55,184236,78,184314,0.0423190859077444,1,5,2020
pr,inpatient,f25,,0.0245529086631798,,,1,60,,60,175089,43,175132,0.0245529086631798,1,5,2020
pr,inpatient,f25,,0.0450264942481399,,,2,60,,60,182033,82,182115,0.0450264942481399,1,5,2020
pr,inpatient,f25,,0.0211960457599077,,,1,65,,65,169807,36,169843,0.0211960457599077,1,5,2020
pr,inpatient,f25,,0.0347588064694829,,,2,65,,65,184062,64,184126,0.0347588064694829,1,5,2020
pr,inpatient,f25,,0.0132664383231222,,,1,70,,70,165810,22,165832,0.0132664383231222,1,5,2020
pr,inpatient,f25,,0.0276172671651937,,,2,70,,70,188236,52,188288,0.0276172671651937,1,5,2020
pr,inpatient,f25,,0.00578368999421631,,,1,75,,75,103734,6,103740,0.00578368999421631,1,5,2020
pr,inpatient,f25,,0.0147651945508661,,,2,75,,75,128662,19,128681,0.0147651945508661,1,5,2020
pr,inpatient,f25,,,,,1,80,,80,,,65004,,1,5,2020
pr,inpatient,f25,,,,,2,80,,80,,,95449,,1,5,2020
pr,inpatient,f25,,,,,1,85,,85,,,34902,,1,5,2020
pr,inpatient,f25,,,,,2,85,,85,,,63199,,1,5,2020
pr,inpatient,f25,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f25,,,,,2,90,,90,,,32753,,1,5,2020
pr,inpatient,f25,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f25,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f28,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f28,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f28,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f28,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f28,,0.00437415250795158,,,1,10,,10,160024,7,160031,0.00437415250795158,1,5,2020
pr,inpatient,f28,,,,,2,10,,10,,,152887,,1,5,2020
pr,inpatient,f28,,0.00655643120336738,,,1,15,,15,152512,10,152522,0.00655643120336738,1,5,2020
pr,inpatient,f28,,0.00480406286459406,,,2,15,,15,145703,7,145710,0.00480406286459406,1,5,2020
pr,inpatient,f28,,,,,1,20,,20,,,159173,,1,5,2020
pr,inpatient,f28,,0.00603095892246867,,,2,20,,20,149221,9,149230,0.00603095892246867,1,5,2020
pr,inpatient,f28,,0.00660051484015753,,,1,25,,25,181792,12,181804,0.00660051484015753,1,5,2020
pr,inpatient,f28,,0.00759447823013606,,,2,25,,25,171164,13,171177,0.00759447823013606,1,5,2020
pr,inpatient,f28,,0.00381614885161178,,,1,30,,30,183424,7,183431,0.00381614885161178,1,5,2020
pr,inpatient,f28,,0.00349585158944719,,,2,30,,30,171626,6,171632,0.00349585158944719,1,5,2020
pr,inpatient,f28,,0.00372903748215389,,,1,35,,35,187709,7,187716,0.00372903748215389,1,5,2020
pr,inpatient,f28,,0.0039779959992726,,,2,35,,35,175961,7,175968,0.0039779959992726,1,5,2020
pr,inpatient,f28,,,,,1,40,,40,,,178932,,1,5,2020
pr,inpatient,f28,,0.00353786100923382,,,2,40,,40,169588,6,169594,0.00353786100923382,1,5,2020
pr,inpatient,f28,,0.00431161919779245,,,1,45,,45,162345,7,162352,0.00431161919779245,1,5,2020
pr,inpatient,f28,,,,,2,45,,45,,,155523,,1,5,2020
pr,inpatient,f28,,,,,1,50,,50,,,174854,,1,5,2020
pr,inpatient,f28,,,,,2,50,,50,,,172285,,1,5,2020
pr,inpatient,f28,,,,,1,55,,55,,,183463,,1,5,2020
pr,inpatient,f28,,,,,2,55,,55,,,184314,,1,5,2020
pr,inpatient,f28,,,,,1,60,,60,,,175132,,1,5,2020
pr,inpatient,f28,,,,,2,60,,60,,,182115,,1,5,2020
pr,inpatient,f28,,,,,1,65,,65,,,169843,,1,5,2020
pr,inpatient,f28,,,,,2,65,,65,,,184126,,1,5,2020
pr,inpatient,f28,,,,,1,70,,70,,,165832,,1,5,2020
pr,inpatient,f28,,,,,2,70,,70,,,188288,,1,5,2020
pr,inpatient,f28,,,,,1,75,,75,,,103740,,1,5,2020
pr,inpatient,f28,,,,,2,75,,75,,,128681,,1,5,2020
pr,inpatient,f28,,,,,1,80,,80,,,65004,,1,5,2020
pr,inpatient,f28,,,,,2,80,,80,,,95449,,1,5,2020
pr,inpatient,f28,,,,,1,85,,85,,,34902,,1,5,2020
pr,inpatient,f28,,,,,2,85,,85,,,63199,,1,5,2020
pr,inpatient,f28,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f28,,,,,2,90,,90,,,32753,,1,5,2020
pr,inpatient,f28,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f28,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f29,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f29,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f29,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f29,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f29,,0.0162468521723916,,,1,10,,10,160005,26,160031,0.0162468521723916,1,5,2020
pr,inpatient,f29,,0.0242008803887839,,,2,10,,10,152850,37,152887,0.0242008803887839,1,5,2020
pr,inpatient,f29,,0.116048832299603,,,1,15,,15,152345,177,152522,0.116048832299603,1,5,2020
pr,inpatient,f29,,0.115983803445199,,,2,15,,15,145541,169,145710,0.115983803445199,1,5,2020
pr,inpatient,f29,,0.228053752834966,,,1,20,,20,158810,363,159173,0.228053752834966,1,5,2020
pr,inpatient,f29,,0.174897808751592,,,2,20,,20,148969,261,149230,0.174897808751592,1,5,2020
pr,inpatient,f29,,0.234318276825592,,,1,25,,25,181378,426,181804,0.234318276825592,1,5,2020
pr,inpatient,f29,,0.151305373969634,,,2,25,,25,170918,259,171177,0.151305373969634,1,5,2020
pr,inpatient,f29,,0.186991293728977,,,1,30,,30,183088,343,183431,0.186991293728977,1,5,2020
pr,inpatient,f29,,0.121189521767503,,,2,30,,30,171424,208,171632,0.121189521767503,1,5,2020
pr,inpatient,f29,,0.128385433314155,,,1,35,,35,187475,241,187716,0.128385433314155,1,5,2020
pr,inpatient,f29,,0.103427895981087,,,2,35,,35,175786,182,175968,0.103427895981087,1,5,2020
pr,inpatient,f29,,0.10171461784365,,,1,40,,40,178750,182,178932,0.10171461784365,1,5,2020
pr,inpatient,f29,,0.0760640116985271,,,2,40,,40,169465,129,169594,0.0760640116985271,1,5,2020
pr,inpatient,f29,,0.0769931999605795,,,1,45,,45,162227,125,162352,0.0769931999605795,1,5,2020
pr,inpatient,f29,,0.0771590054204201,,,2,45,,45,155403,120,155523,0.0771590054204201,1,5,2020
pr,inpatient,f29,,0.0508996076726869,,,1,50,,50,174765,89,174854,0.0508996076726869,1,5,2020
pr,inpatient,f29,,0.0586237919726035,,,2,50,,50,172184,101,172285,0.0586237919726035,1,5,2020
pr,inpatient,f29,,0.0370646942435259,,,1,55,,55,183395,68,183463,0.0370646942435259,1,5,2020
pr,inpatient,f29,,0.0461169525917727,,,2,55,,55,184229,85,184314,0.0461169525917727,1,5,2020
pr,inpatient,f29,,0.0314048831738346,,,1,60,,60,175077,55,175132,0.0314048831738346,1,5,2020
pr,inpatient,f29,,0.0411827691293963,,,2,60,,60,182040,75,182115,0.0411827691293963,1,5,2020
pr,inpatient,f29,,0.023551161955453,,,1,65,,65,169803,40,169843,0.023551161955453,1,5,2020
pr,inpatient,f29,,0.0412760826825109,,,2,65,,65,184050,76,184126,0.0412760826825109,1,5,2020
pr,inpatient,f29,,0.0205026774084616,,,1,70,,70,165798,34,165832,0.0205026774084616,1,5,2020
pr,inpatient,f29,,0.0430192046227056,,,2,70,,70,188207,81,188288,0.0430192046227056,1,5,2020
pr,inpatient,f29,,0.0269905533063428,,,1,75,,75,103712,28,103740,0.0269905533063428,1,5,2020
pr,inpatient,f29,,0.0411871216418896,,,2,75,,75,128628,53,128681,0.0411871216418896,1,5,2020
pr,inpatient,f29,,0.0138453018275798,,,1,80,,80,64995,9,65004,0.0138453018275798,1,5,2020
pr,inpatient,f29,,0.0356211170363231,,,2,80,,80,95415,34,95449,0.0356211170363231,1,5,2020
pr,inpatient,f29,,0.0229213225603117,,,1,85,,85,34894,8,34902,0.0229213225603117,1,5,2020
pr,inpatient,f29,,0.0316460703492144,,,2,85,,85,63179,20,63199,0.0316460703492144,1,5,2020
pr,inpatient,f29,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f29,,0.0183189326168595,,,2,90,,90,32747,6,32753,0.0183189326168595,1,5,2020
pr,inpatient,f29,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f29,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f30_f31,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f30_f31,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f30_f31,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f30_f31,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f30_f31,,0.0081234260861958,,,1,10,,10,160018,13,160031,0.0081234260861958,1,5,2020
pr,inpatient,f30_f31,,0.00457854493841857,,,2,10,,10,152880,7,152887,0.00457854493841857,1,5,2020
pr,inpatient,f30_f31,,0.0255700816931328,,,1,15,,15,152483,39,152522,0.0255700816931328,1,5,2020
pr,inpatient,f30_f31,,0.0597076384599547,,,2,15,,15,145623,87,145710,0.0597076384599547,1,5,2020
pr,inpatient,f30_f31,,0.0571705000219887,,,1,20,,20,159082,91,159173,0.0571705000219887,1,5,2020
pr,inpatient,f30_f31,,0.11793875226161,,,2,20,,20,149054,176,149230,0.11793875226161,1,5,2020
pr,inpatient,f30_f31,,0.0665551913049218,,,1,25,,25,181683,121,181804,0.0665551913049218,1,5,2020
pr,inpatient,f30_f31,,0.109827839020429,,,2,25,,25,170989,188,171177,0.109827839020429,1,5,2020
pr,inpatient,f30_f31,,0.0588777251391532,,,1,30,,30,183323,108,183431,0.0588777251391532,1,5,2020
pr,inpatient,f30_f31,,0.103710263820267,,,2,30,,30,171454,178,171632,0.103710263820267,1,5,2020
pr,inpatient,f30_f31,,0.0665899550384624,,,1,35,,35,187591,125,187716,0.0665899550384624,1,5,2020
pr,inpatient,f30_f31,,0.0949036188397891,,,2,35,,35,175801,167,175968,0.0949036188397891,1,5,2020
pr,inpatient,f30_f31,,0.0726532984597501,,,1,40,,40,178802,130,178932,0.0726532984597501,1,5,2020
pr,inpatient,f30_f31,,0.0837293772185337,,,2,40,,40,169452,142,169594,0.0837293772185337,1,5,2020
pr,inpatient,f30_f31,,0.052355375973194,,,1,45,,45,162267,85,162352,0.052355375973194,1,5,2020
pr,inpatient,f30_f31,,0.0688001131665413,,,2,45,,45,155416,107,155523,0.0688001131665413,1,5,2020
pr,inpatient,f30_f31,,0.0594781932354993,,,1,50,,50,174750,104,174854,0.0594781932354993,1,5,2020
pr,inpatient,f30_f31,,0.0661694285631367,,,2,50,,50,172171,114,172285,0.0661694285631367,1,5,2020
pr,inpatient,f30_f31,,0.0463308678044074,,,1,55,,55,183378,85,183463,0.0463308678044074,1,5,2020
pr,inpatient,f30_f31,,0.0591382097941556,,,2,55,,55,184205,109,184314,0.0591382097941556,1,5,2020
pr,inpatient,f30_f31,,0.0473928236986958,,,1,60,,60,175049,83,175132,0.0473928236986958,1,5,2020
pr,inpatient,f30_f31,,0.0472229086017077,,,2,60,,60,182029,86,182115,0.0472229086017077,1,5,2020
pr,inpatient,f30_f31,,0.041803312470929,,,1,65,,65,169772,71,169843,0.041803312470929,1,5,2020
pr,inpatient,f30_f31,,0.0418191890335966,,,2,65,,65,184049,77,184126,0.0418191890335966,1,5,2020
pr,inpatient,f30_f31,,0.0301509961889141,,,1,70,,70,165782,50,165832,0.0301509961889141,1,5,2020
pr,inpatient,f30_f31,,0.0393014955812373,,,2,70,,70,188214,74,188288,0.0393014955812373,1,5,2020
pr,inpatient,f30_f31,,0.0269905533063428,,,1,75,,75,103712,28,103740,0.0269905533063428,1,5,2020
pr,inpatient,f30_f31,,0.0295303891017322,,,2,75,,75,128643,38,128681,0.0295303891017322,1,5,2020
pr,inpatient,f30_f31,,0.0184604024367731,,,1,80,,80,64992,12,65004,0.0184604024367731,1,5,2020
pr,inpatient,f30_f31,,0.0199059183438276,,,2,80,,80,95430,19,95449,0.0199059183438276,1,5,2020
pr,inpatient,f30_f31,,,,,1,85,,85,,,34902,,1,5,2020
pr,inpatient,f30_f31,,0.0158230351746072,,,2,85,,85,63189,10,63199,0.0158230351746072,1,5,2020
pr,inpatient,f30_f31,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f30_f31,,,,,2,90,,90,,,32753,,1,5,2020
pr,inpatient,f30_f31,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f30_f31,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f32_f33,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f32_f33,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f32_f33,,0.00649629061805709,,,1,5,,5,153924,10,153934,0.00649629061805709,1,5,2020
pr,inpatient,f32_f33,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f32_f33,,0.0906074448075685,,,1,10,,10,159886,145,160031,0.0906074448075685,1,5,2020
pr,inpatient,f32_f33,,0.279291241243533,,,2,10,,10,152460,427,152887,0.279291241243533,1,5,2020
pr,inpatient,f32_f33,,0.262257248134695,,,1,15,,15,152122,400,152522,0.262257248134695,1,5,2020
pr,inpatient,f32_f33,,0.964244046393521,,,2,15,,15,144305,1405,145710,0.964244046393521,1,5,2020
pr,inpatient,f32_f33,,0.238105708882788,,,1,20,,20,158794,379,159173,0.238105708882788,1,5,2020
pr,inpatient,f32_f33,,0.590363867854989,,,2,20,,20,148349,881,149230,0.590363867854989,1,5,2020
pr,inpatient,f32_f33,,0.213416646498427,,,1,25,,25,181416,388,181804,0.213416646498427,1,5,2020
pr,inpatient,f32_f33,,0.349345998586259,,,2,25,,25,170579,598,171177,0.349345998586259,1,5,2020
pr,inpatient,f32_f33,,0.196259083797177,,,1,30,,30,183071,360,183431,0.196259083797177,1,5,2020
pr,inpatient,f32_f33,,0.260440943413816,,,2,30,,30,171185,447,171632,0.260440943413816,1,5,2020
pr,inpatient,f32_f33,,0.161414051013233,,,1,35,,35,187413,303,187716,0.161414051013233,1,5,2020
pr,inpatient,f32_f33,,0.202309510820149,,,2,35,,35,175612,356,175968,0.202309510820149,1,5,2020
pr,inpatient,f32_f33,,0.136364652493685,,,1,40,,40,178688,244,178932,0.136364652493685,1,5,2020
pr,inpatient,f32_f33,,0.147410875384742,,,2,40,,40,169344,250,169594,0.147410875384742,1,5,2020
pr,inpatient,f32_f33,,0.134276140731251,,,1,45,,45,162134,218,162352,0.134276140731251,1,5,2020
pr,inpatient,f32_f33,,0.14210116831594,,,2,45,,45,155302,221,155523,0.14210116831594,1,5,2020
pr,inpatient,f32_f33,,0.110949706612374,,,1,50,,50,174660,194,174854,0.110949706612374,1,5,2020
pr,inpatient,f32_f33,,0.138723626549032,,,2,50,,50,172046,239,172285,0.138723626549032,1,5,2020
pr,inpatient,f32_f33,,0.096477218839766,,,1,55,,55,183286,177,183463,0.096477218839766,1,5,2020
pr,inpatient,f32_f33,,0.110138133836822,,,2,55,,55,184111,203,184314,0.110138133836822,1,5,2020
pr,inpatient,f32_f33,,0.0805107005001941,,,1,60,,60,174991,141,175132,0.0805107005001941,1,5,2020
pr,inpatient,f32_f33,,0.0906020920846718,,,2,60,,60,181950,165,182115,0.0906020920846718,1,5,2020
pr,inpatient,f32_f33,,0.0747749392085632,,,1,65,,65,169716,127,169843,0.0747749392085632,1,5,2020
pr,inpatient,f32_f33,,0.0945005050889065,,,2,65,,65,183952,174,184126,0.0945005050889065,1,5,2020
pr,inpatient,f32_f33,,0.0615080322253847,,,1,70,,70,165730,102,165832,0.0615080322253847,1,5,2020
pr,inpatient,f32_f33,,0.109937967369137,,,2,70,,70,188081,207,188288,0.109937967369137,1,5,2020
pr,inpatient,f32_f33,,0.0636205899363794,,,1,75,,75,103674,66,103740,0.0636205899363794,1,5,2020
pr,inpatient,f32_f33,,0.11501309439622,,,2,75,,75,128533,148,128681,0.11501309439622,1,5,2020
pr,inpatient,f32_f33,,0.0646114085287059,,,1,80,,80,64962,42,65004,0.0646114085287059,1,5,2020
pr,inpatient,f32_f33,,0.122578549801465,,,2,80,,80,95332,117,95449,0.122578549801465,1,5,2020
pr,inpatient,f32_f33,,0.0573033064007793,,,1,85,,85,34882,20,34902,0.0573033064007793,1,5,2020
pr,inpatient,f32_f33,,0.0727859618031931,,,2,85,,85,63153,46,63199,0.0727859618031931,1,5,2020
pr,inpatient,f32_f33,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f32_f33,,0.0427441761060056,,,2,90,,90,32739,14,32753,0.0427441761060056,1,5,2020
pr,inpatient,f32_f33,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f32_f33,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f3_other,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f3_other,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f3_other,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f3_other,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f3_other,,0.0268697939774169,,,1,10,,10,159988,43,160031,0.0268697939774169,1,5,2020
pr,inpatient,f3_other,,0.0562506949577139,,,2,10,,10,152801,86,152887,0.0562506949577139,1,5,2020
pr,inpatient,f3_other,,0.0491732340252554,,,1,15,,15,152447,75,152522,0.0491732340252554,1,5,2020
pr,inpatient,f3_other,,0.152357422277126,,,2,15,,15,145488,222,145710,0.152357422277126,1,5,2020
pr,inpatient,f3_other,,0.0251298901195555,,,1,20,,20,159133,40,159173,0.0251298901195555,1,5,2020
pr,inpatient,f3_other,,0.0656704416002144,,,2,20,,20,149132,98,149230,0.0656704416002144,1,5,2020
pr,inpatient,f3_other,,0.0269521022639766,,,1,25,,25,181755,49,181804,0.0269521022639766,1,5,2020
pr,inpatient,f3_other,,0.0408933443161172,,,2,25,,25,171107,70,171177,0.0408933443161172,1,5,2020
pr,inpatient,f3_other,,0.0207162366230354,,,1,30,,30,183393,38,183431,0.0207162366230354,1,5,2020
pr,inpatient,f3_other,,0.0279668127155775,,,2,30,,30,171584,48,171632,0.0279668127155775,1,5,2020
pr,inpatient,f3_other,,0.0234396641735388,,,1,35,,35,187672,44,187716,0.0234396641735388,1,5,2020
pr,inpatient,f3_other,,0.025004546281142,,,2,35,,35,175924,44,175968,0.025004546281142,1,5,2020
pr,inpatient,f3_other,,0.0162072742717904,,,1,40,,40,178903,29,178932,0.0162072742717904,1,5,2020
pr,inpatient,f3_other,,0.0170996615446301,,,2,40,,40,169565,29,169594,0.0170996615446301,1,5,2020
pr,inpatient,f3_other,,0.0141667487927466,,,1,45,,45,162329,23,162352,0.0141667487927466,1,5,2020
pr,inpatient,f3_other,,0.015431801084084,,,2,45,,45,155499,24,155523,0.015431801084084,1,5,2020
pr,inpatient,f3_other,,0.0114381140837499,,,1,50,,50,174834,20,174854,0.0114381140837499,1,5,2020
pr,inpatient,f3_other,,0.0133499724294048,,,2,50,,50,172262,23,172285,0.0133499724294048,1,5,2020
pr,inpatient,f3_other,,0.0103563116268675,,,1,55,,55,183444,19,183463,0.0103563116268675,1,5,2020
pr,inpatient,f3_other,,0.0135638095858155,,,2,55,,55,184289,25,184314,0.0135638095858155,1,5,2020
pr,inpatient,f3_other,,0.00513898088299112,,,1,60,,60,175123,9,175132,0.00513898088299112,1,5,2020
pr,inpatient,f3_other,,0.0104329681794471,,,2,60,,60,182096,19,182115,0.0104329681794471,1,5,2020
pr,inpatient,f3_other,,0.00647656953774957,,,1,65,,65,169832,11,169843,0.00647656953774957,1,5,2020
pr,inpatient,f3_other,,0.00760348891519937,,,2,65,,65,184112,14,184126,0.00760348891519937,1,5,2020
pr,inpatient,f3_other,,0.00964831878045251,,,1,70,,70,165816,16,165832,0.00964831878045251,1,5,2020
pr,inpatient,f3_other,,0.00955982324949014,,,2,70,,70,188270,18,188288,0.00955982324949014,1,5,2020
pr,inpatient,f3_other,,0.0067476383265857,,,1,75,,75,103733,7,103740,0.0067476383265857,1,5,2020
pr,inpatient,f3_other,,0.0139880790481889,,,2,75,,75,128663,18,128681,0.0139880790481889,1,5,2020
pr,inpatient,f3_other,,,,,1,80,,80,,,65004,,1,5,2020
pr,inpatient,f3_other,,0.00838143930266425,,,2,80,,80,95441,8,95449,0.00838143930266425,1,5,2020
pr,inpatient,f3_other,,,,,1,85,,85,,,34902,,1,5,2020
pr,inpatient,f3_other,,,,,2,85,,85,,,63199,,1,5,2020
pr,inpatient,f3_other,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f3_other,,,,,2,90,,90,,,32753,,1,5,2020
pr,inpatient,f3_other,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f3_other,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f40_f41,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f40_f41,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f40_f41,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f40_f41,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f40_f41,,0.0599883772519075,,,1,10,,10,159935,96,160031,0.0599883772519075,1,5,2020
pr,inpatient,f40_f41,,0.236776181101075,,,2,10,,10,152525,362,152887,0.236776181101075,1,5,2020
pr,inpatient,f40_f41,,0.207183226026409,,,1,15,,15,152206,316,152522,0.207183226026409,1,5,2020
pr,inpatient,f40_f41,,0.762473406080571,,,2,15,,15,144599,1111,145710,0.762473406080571,1,5,2020
pr,inpatient,f40_f41,,0.210462829751277,,,1,20,,20,158838,335,159173,0.210462829751277,1,5,2020
pr,inpatient,f40_f41,,0.447631173356564,,,2,20,,20,148562,668,149230,0.447631173356564,1,5,2020
pr,inpatient,f40_f41,,0.196365316494687,,,1,25,,25,181447,357,181804,0.196365316494687,1,5,2020
pr,inpatient,f40_f41,,0.260549022356976,,,2,25,,25,170731,446,171177,0.260549022356976,1,5,2020
pr,inpatient,f40_f41,,0.165184728862624,,,1,30,,30,183128,303,183431,0.165184728862624,1,5,2020
pr,inpatient,f40_f41,,0.198098256735341,,,2,30,,30,171292,340,171632,0.198098256735341,1,5,2020
pr,inpatient,f40_f41,,0.128385433314155,,,1,35,,35,187475,241,187716,0.128385433314155,1,5,2020
pr,inpatient,f40_f41,,0.136956719403528,,,2,35,,35,175727,241,175968,0.136956719403528,1,5,2020
pr,inpatient,f40_f41,,0.0989202602105828,,,1,40,,40,178755,177,178932,0.0989202602105828,1,5,2020
pr,inpatient,f40_f41,,0.104956543273937,,,2,40,,40,169416,178,169594,0.104956543273937,1,5,2020
pr,inpatient,f40_f41,,0.074529417561841,,,1,45,,45,162231,121,162352,0.074529417561841,1,5,2020
pr,inpatient,f40_f41,,0.093233798216341,,,2,45,,45,155378,145,155523,0.093233798216341,1,5,2020
pr,inpatient,f40_f41,,0.0554748533061869,,,1,50,,50,174757,97,174854,0.0554748533061869,1,5,2020
pr,inpatient,f40_f41,,0.0806802681603157,,,2,50,,50,172146,139,172285,0.0806802681603157,1,5,2020
pr,inpatient,f40_f41,,0.0517815581343377,,,1,55,,55,183368,95,183463,0.0517815581343377,1,5,2020
pr,inpatient,f40_f41,,0.0640211812450492,,,2,55,,55,184196,118,184314,0.0640211812450492,1,5,2020
pr,inpatient,f40_f41,,0.0354018683050499,,,1,60,,60,175070,62,175132,0.0354018683050499,1,5,2020
pr,inpatient,f40_f41,,0.0521648408972353,,,2,60,,60,182020,95,182115,0.0521648408972353,1,5,2020
pr,inpatient,f40_f41,,0.0276726152976572,,,1,65,,65,169796,47,169843,0.0276726152976572,1,5,2020
pr,inpatient,f40_f41,,0.0613710176726807,,,2,65,,65,184013,113,184126,0.0613710176726807,1,5,2020
pr,inpatient,f40_f41,,0.023517777027353,,,1,70,,70,165793,39,165832,0.023517777027353,1,5,2020
pr,inpatient,f40_f41,,0.0552345343303875,,,2,70,,70,188184,104,188288,0.0552345343303875,1,5,2020
pr,inpatient,f40_f41,,0.0202429149797571,,,1,75,,75,103719,21,103740,0.0202429149797571,1,5,2020
pr,inpatient,f40_f41,,0.0528438541820471,,,2,75,,75,128613,68,128681,0.0528438541820471,1,5,2020
pr,inpatient,f40_f41,,0.0199987693065042,,,1,80,,80,64991,13,65004,0.0199987693065042,1,5,2020
pr,inpatient,f40_f41,,0.0429548764261543,,,2,80,,80,95408,41,95449,0.0429548764261543,1,5,2020
pr,inpatient,f40_f41,,,,,1,85,,85,,,34902,,1,5,2020
pr,inpatient,f40_f41,,0.0284814633142929,,,2,85,,85,63181,18,63199,0.0284814633142929,1,5,2020
pr,inpatient,f40_f41,,,,,1,90,,90,,,12664,,1,5,2020
pr,inpatient,f40_f41,,0.0213720880530028,,,2,90,,90,32746,7,32753,0.0213720880530028,1,5,2020
pr,inpatient,f40_f41,,,,,1,95,,95,,,2080,,1,5,2020
pr,inpatient,f40_f41,,,,,2,95,,95,,,8312,,1,5,2020
pr,inpatient,f42,,,,,1,0,,0,,,126209,,1,5,2020
pr,inpatient,f42,,,,,2,0,,0,,,120783,,1,5,2020
pr,inpatient,f42,,,,,1,5,,5,,,153934,,1,5,2020
pr,inpatient,f42,,,,,2,5,,5,,,147016,,1,5,2020
pr,inpatient,f42,,0.0149970943129769,,,1,10,,10,160007,24,160031,0.0149970943129769,1,5,2020
pr,inpatient,f42,,0.030741658872239,,,2,10,,10,152840,47,152887,0.030741658872239,1,5,2020
pr,inpatient,f42,,0.039994230340541,,,1,15,,15,152461,61,152522,0.039994230340541,1,5,2020
pr,inpatient,f42,,0.0617665225447807,,,2,15,,15,145620,90,145710,0.0617665225447807,1,5,2020
pr,inpatient,f42,,0.0288993736374888,,,1,20,,20,159127,46,159173,0.0288993736374888,1,5,2020
pr,inpatient,f42,,0.0589693761308048,,,2,20,,20,149142,88,149230,0.0589693761308048,1,5,2020
pr,inpatient,f42,,0.0236518448438978,,,1,25,,25,181761,43,181804,0.0236518448438978,1,5,2020
pr,inpatient,f42,,0.0443984881146416,,,2,25,,25,171101,76,171177,0.0443984881146416,1,5,2020
pr,inpatient,f42,,0.0169000877714236,,,1,30,,30,183400,31,183431,0.0169000877714236,1,5,2020
pr,inpatient,f42,,0.0302973804418756,,,2,30,,30,171580,52,171632,0.0302973804418756,1,5,2020
pr,inpatient,f42,,0.0181124677704618,,,1,35,,35,187682,34,187716,0.0181124677704618,1,5,2020
pr,inpatient,f42,,0.025004546281142,,,2,35,,35,175924,44,175968,0.025004546281142,1,5,2020
pr,inpatient,f42,,0.0111774305322692,,,1,40,,40,178912,20,178932,0.0111774305322692,1,5,2020
pr,inpatient,f42,,0.00943429602462351,,,2,40,,40,169578,16,169594,0.00943429602462351,1,5,2020
pr,inpatient,f42,,0.0117029663940081,,,1,45,,45,162333,19,162352,0.0117029663940081,1,5,2020
pr,inpatient,f42,,0.00900188396571568,,,2,45,,45,155509,14,155523,0.00900188396571568,1,5,2020
pr,inpatient,f42,,0.00514715133768744,,,1,50,,50,174845,9,174854,0.00514715133768744,1,5,2020
pr,inpatient,f42,,0.00870650375830746,,,2,50,,50,172270,15,172285,0.00870650375830746,1,5,2020
